Titel,Beschreibung,Breitengrad,Längengrad,Exakte Koordinaten,Adresse,Datei,Titel.1,Beschreibung.1,Quelle,Urheber:in,Referenz,Title,Description,Periode,Urheber,Technik,Country,Region,City,Lat,Lon,Coord-Quality-Score,Fallback,Ext-Calls,Deviation_km
"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Gasse mit Speichern und Ställen zu beiden Seiten. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6536_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136873,"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Gasse mit Speichern und Ställen zu beiden Seiten. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Café central, Gesamtansicht",Evolène VS. Dorfbild. Stattliches Haus im Walliser Stil an Hauptstrase und Dorfplatz: Hotel und Café Central. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6537_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136910,"Evolène, Café central, Gesamtansicht",Evolène VS. Dorfbild. Stattliches Haus im Walliser Stil an Hauptstrase und Dorfplatz: Hotel und Café Central. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Gasse zwischen Bauernhäusern und Ställen. Blick nach Süden gegen die Dents de Veisivi. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6538_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161136963,"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Gasse zwischen Bauernhäusern und Ställen. Blick nach Süden gegen die Dents de Veisivi. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht und Landschaft","Evolène VS. Landschaft, Siedlung. Fernaufnahme des Dorfes von Südosten, von einem bewaldeten Berghang aus. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6539_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137002,"Evolène, Ortsteilansicht und Landschaft","Evolène VS. Landschaft, Siedlung. Fernaufnahme des Dorfes von Südosten, von einem bewaldeten Berghang aus. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht und Landschaft","Evolène VS. Landschaft, Siedlung. (Gleiches Motiv wie auf Bild Nr. 6539). Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6540_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137041,"Evolène, Ortsteilansicht und Landschaft","Evolène VS. Landschaft, Siedlung. (Gleiches Motiv wie auf Bild Nr. 6539). Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Hauptstrasse und Walliser Bauernhaus am Dorfeingang; Blick ins Dorfinnere. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6541_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137087,"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Hauptstrasse und Walliser Bauernhaus am Dorfeingang; Blick ins Dorfinnere. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht und Landschaft","Evolène VS. Landschaft, Siedlung. Ansicht des Dorfes von Südosten, von einer erhöhten Stelle an Steilhang aus. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6542_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137129,"Evolène, Ortsteilansicht und Landschaft","Evolène VS. Landschaft, Siedlung. Ansicht des Dorfes von Südosten, von einer erhöhten Stelle an Steilhang aus. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Landschaft",Evolène VS. Landschaft. Eine Felswand in der Umgebung des Dorfes; mit dem 'Krokodilfelsen'. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6543_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137206,"Evolène, Landschaft",Evolène VS. Landschaft. Eine Felswand in der Umgebung des Dorfes; mit dem 'Krokodilfelsen'. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Porträt, Weibliche Person, Evolène","Evolène VS. Mensch, Kleidung. Junge Bäuerin in Sonntagstenue (Tracht) vor ihrem Hause",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6545_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137256,"Porträt, Weibliche Person, Evolène","Evolène VS. Mensch, Kleidung. Junge Bäuerin in Sonntagstenue (Tracht) vor ihrem Hause",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Porträt, Kind, Evolène","Evolène VS. Menschliches. Eine Bauernfamilie des Ortes mit sechs Kindern, vor ihrer Haustüre aufgestellt",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6548_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137299,"Porträt, Kind, Evolène","Evolène VS. Menschliches. Eine Bauernfamilie des Ortes mit sechs Kindern, vor ihrer Haustüre aufgestellt",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Porträt, Männliche Person und weibliche Person, Evolène","Evolène VS. Menschliches. Ein bäuerliches Brautpaar des Ortes, vor dem Hause bei einem Plausch",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6549_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137356,"Porträt, Männliche Person und weibliche Person, Evolène","Evolène VS. Menschliches. Ein bäuerliches Brautpaar des Ortes, vor dem Hause bei einem Plausch",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Mensch, Arbeit. Eine Bauernfamilie des Ortes mit Maultier; Bäuerin mit Kindern",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6550_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137422,"Evolène, Ortsteilansicht","Evolène VS. Mensch, Arbeit. Eine Bauernfamilie des Ortes mit Maultier; Bäuerin mit Kindern",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Porträt, Kind, Evolène","Evolène VS. Menschliches. Eine Bäuerin des Ortes mit vier kleinen Kindern, am Brunnen vor einem Hause",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6551_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137468,"Porträt, Kind, Evolène","Evolène VS. Menschliches. Eine Bäuerin des Ortes mit vier kleinen Kindern, am Brunnen vor einem Hause",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Porträt, Weibliche Person, Evolène","Evolène VS. Menschliches. Eine Bauernfrau des Ortes, in Tracht, mit ihrem Strickzeug beschäftigt, vor dem Hause auf der Treppe sitzend",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6552_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137521,"Porträt, Weibliche Person, Evolène","Evolène VS. Menschliches. Eine Bauernfrau des Ortes, in Tracht, mit ihrem Strickzeug beschäftigt, vor dem Hause auf der Treppe sitzend",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Porträt, Weibliche Person, Evolène","Evolène VS. Menschliches. Achtzigjährige Bäuerin des Ortes, in Tracht, mit Strickzeug auf der Haustreppe sitzend",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6553_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137574,"Porträt, Weibliche Person, Evolène","Evolène VS. Menschliches. Achtzigjährige Bäuerin des Ortes, in Tracht, mit Strickzeug auf der Haustreppe sitzend",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht","Evolène VS. Mensch, Arbeit. Bauernfamilie mit Maultier beim Aufbruch aufs Feld",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6554_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137614,"Evolène, Ortsteilansicht","Evolène VS. Mensch, Arbeit. Bauernfamilie mit Maultier beim Aufbruch aufs Feld",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Porträt, Kind, Evolène",Evolène VS. Menschliches. Vier kleine Bauernkinder (Geschwister) in einer Reihe auf Freitreppe sitzend,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6555_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137659,"Porträt, Kind, Evolène",Evolène VS. Menschliches. Vier kleine Bauernkinder (Geschwister) in einer Reihe auf Freitreppe sitzend,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Les Haudères, Landschaft und Teilansicht","Evolène VS, Les Haudères. Wiesenfeld mit Gebäuden, Bauernhaus; Ansicht von Süden, Blick talauswärts.",46.0827039,7.5075706,Nein,Les Haudères,lcmt-nabi-pctmp_ead_zing_6556_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137694,"Les Haudères, Landschaft und Teilansicht","Evolène VS, Les Haudères. Wiesenfeld mit Gebäuden, Bauernhaus; Ansicht von Süden, Blick talauswärts.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Les Haudères,46.08316,7.50904,3,True,0,0.12
"Evolène, Ortsteilansicht und Landschaft","Evolène VS. Landschaft, Siedlung. Wiese und Gebäulichkeiten an der Talstrasse; Blick taleinwärts auf die Dents de Veisivi. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6557_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137725,"Evolène, Ortsteilansicht und Landschaft","Evolène VS. Landschaft, Siedlung. Wiese und Gebäulichkeiten an der Talstrasse; Blick taleinwärts auf die Dents de Veisivi. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Les Haudères, Landschaft und Teilansicht","Evolène VS, Les Haudères. Motiv mit der Talstrasse, Gebäuden und Kapelle; Blick nordwärts gegen den Sasseneire.",46.0827039,7.5075706,Nein,Les Haudères,lcmt-nabi-pctmp_ead_zing_6558_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137766,"Les Haudères, Landschaft und Teilansicht","Evolène VS, Les Haudères. Motiv mit der Talstrasse, Gebäuden und Kapelle; Blick nordwärts gegen den Sasseneire.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Les Haudères,46.08316,7.50904,3,True,0,0.12
"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gasse und Gebäudegruppe: Stall mit An- und Vorbauten, stattliches Bauernhaus; im unteren Dorfteil. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6559_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137805,"Evolène, Ortsteilansicht","Evolène VS. Dorfbild. Gasse und Gebäudegruppe: Stall mit An- und Vorbauten, stattliches Bauernhaus; im unteren Dorfteil. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Blick von einer Gasse; Gruppierung von Speichern und Bauernhäusern. Aufnahme 1922.,46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6560_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137848,"Evolène, Ortsteilansicht",Evolène VS. Dorfbild. Blick von einer Gasse; Gruppierung von Speichern und Bauernhäusern. Aufnahme 1922.,1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Les Haudères, Ortsteilansicht","Evolène VS, Les Haudères. Gasse und Bauernhäuser mit Vorplatz und Holzstapeln, zwischen benachbarten Speichern.",46.0827039,7.5075706,Nein,Les Haudères,lcmt-nabi-pctmp_ead_zing_6562_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137895,"Les Haudères, Ortsteilansicht","Evolène VS, Les Haudères. Gasse und Bauernhäuser mit Vorplatz und Holzstapeln, zwischen benachbarten Speichern.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Les Haudères,46.08316,7.50904,3,True,0,0.12
"Les Haudères, Ortsteilansicht","Evolène VS, Les Haudères. Gruppe von Bauernhäusern, Speichern, Ställen auf kleinem Rain, gesehen von Wiese aus.",46.0827039,7.5075706,Nein,Les Haudères,lcmt-nabi-pctmp_ead_zing_6563_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137924,"Les Haudères, Ortsteilansicht","Evolène VS, Les Haudères. Gruppe von Bauernhäusern, Speichern, Ställen auf kleinem Rain, gesehen von Wiese aus.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Les Haudères,46.08316,7.50904,3,True,0,0.12
"Porträt, Kind, Evolène","Evolène VS, Les Haudères. Landschaft, Siedlung. Blick vom Südufer der Borgne de Ferpècle aus nach Norden, im Vordergrund ein kleiner Hirtenbub",46.0827039,7.5075706,Nein,Les Haudères,lcmt-nabi-pctmp_ead_zing_6564_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161137961,"Porträt, Kind, Evolène","Evolène VS, Les Haudères. Landschaft, Siedlung. Blick vom Südufer der Borgne de Ferpècle aus nach Norden, im Vordergrund ein kleiner Hirtenbub",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Les Haudères,46.08316,7.50904,3,True,0,0.12
"Les Haudères, Landschaft und Ortsteilansicht","Evolène VS, Les Haudères. Dorfteil von Les Haudères von Süden gesehen; Blick talauswärts, über Borgne de Ferpècle.",46.0827039,7.5075706,Nein,Les Haudères,lcmt-nabi-pctmp_ead_zing_6565_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161138000,"Les Haudères, Landschaft und Ortsteilansicht","Evolène VS, Les Haudères. Dorfteil von Les Haudères von Süden gesehen; Blick talauswärts, über Borgne de Ferpècle.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Les Haudères,46.08316,7.50904,3,True,0,0.12
"Les Haudères, Ortsteilansicht","Evolène VS, Les Haudères. Dorfplatz mit Brunnen, Bauernhäusern, Speichern und Ställen. Blick nach Norden auf die Berghänge.",46.0827039,7.5075706,Nein,Les Haudères,lcmt-nabi-pctmp_ead_zing_6566_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161138067,"Les Haudères, Ortsteilansicht","Evolène VS, Les Haudères. Dorfplatz mit Brunnen, Bauernhäusern, Speichern und Ställen. Blick nach Norden auf die Berghänge.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Les Haudères,46.08316,7.50904,3,True,0,0.12
"Les Haudères, Bauernhaus, Teilinnenansicht","Evolène VS, Les Haudères. Bauernhaus Jean Maître. Innenansicht: Schlafzimmer.",46.0827039,7.5075706,Nein,Les Haudères,lcmt-nabi-pctmp_ead_zing_6567_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161138103,"Les Haudères, Bauernhaus, Teilinnenansicht","Evolène VS, Les Haudères. Bauernhaus Jean Maître. Innenansicht: Schlafzimmer.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Les Haudères,46.08316,7.50904,3,True,0,0.12
"Porträt, Männliche Person, Evolène","Evolène VS, Les Haudères. Mensch, Wirkungsstätte. Jean Maître, der reichste Bauer des Ortes, an der Stallecke auf seinem 'Schlangenstein' sitzend",46.0827039,7.5075706,Nein,Les Haudères,lcmt-nabi-pctmp_ead_zing_6568_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161138139,"Porträt, Männliche Person, Evolène","Evolène VS, Les Haudères. Mensch, Wirkungsstätte. Jean Maître, der reichste Bauer des Ortes, an der Stallecke auf seinem 'Schlangenstein' sitzend",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Les Haudères,46.08316,7.50904,3,True,0,0.12
"Les Haudères, Bauernhaus, Teilinnenansicht","Evolène VS, Les Haudères. Bauerntum. Innenansicht einer Wagen-Remise.",46.0827039,7.5075706,Nein,Les Haudères,lcmt-nabi-pctmp_ead_zing_6569_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161138187,"Les Haudères, Bauernhaus, Teilinnenansicht","Evolène VS, Les Haudères. Bauerntum. Innenansicht einer Wagen-Remise.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Les Haudères,46.08316,7.50904,3,True,0,0.12
"Les Haudères, Bauernhaus, Teilinnenansicht","Evolène VS, Les Haudères. Bauernhaus Jean Maître. Innenansicht; Kellerinhalt: Käsegestell mit mehreren Dutzend Laiben Käse.",46.0827039,7.5075706,Nein,Les Haudères,lcmt-nabi-pctmp_ead_zing_6571_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161138220,"Les Haudères, Bauernhaus, Teilinnenansicht","Evolène VS, Les Haudères. Bauernhaus Jean Maître. Innenansicht; Kellerinhalt: Käsegestell mit mehreren Dutzend Laiben Käse.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Les Haudères,46.08316,7.50904,3,True,0,0.12
"Villaz, Ortsteilansicht und Landschaft","Evolène VS, Villaz. Landschaft, Siedlung. Wiesenhalde mit Dörfchen Villaz, Ansicht von Norden. Blick taleinwärts auf die Dents de Veisivi. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6573_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161138248,"Villaz, Ortsteilansicht und Landschaft","Evolène VS, Villaz. Landschaft, Siedlung. Wiesenhalde mit Dörfchen Villaz, Ansicht von Norden. Blick taleinwärts auf die Dents de Veisivi. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,45.9507,6.1872,5,False,0,102.62
"Villaz, Ortsteilansicht und Panorama","Evolène VS, Villaz. Landschaft, Siedlung. Bauernhaus und Ställe an Wiesenhalde mit Blick gegen Süden: auf die Dents de Veisivi und rechts ins Arollatal. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6574_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161138279,"Villaz, Ortsteilansicht und Panorama","Evolène VS, Villaz. Landschaft, Siedlung. Bauernhaus und Ställe an Wiesenhalde mit Blick gegen Süden: auf die Dents de Veisivi und rechts ins Arollatal. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,45.9507,6.1872,5,False,0,102.62
"Villaz, Maison, Teilansicht","Evolène VS, Villaz. Dorfbild, Neubau. Vierstöckiges neues Wohnhaus im Walliserstil. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6575_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161138313,"Villaz, Maison, Teilansicht","Evolène VS, Villaz. Dorfbild, Neubau. Vierstöckiges neues Wohnhaus im Walliserstil. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,45.9507,6.1872,5,False,0,102.62
"Villaz, Ortsteilansicht","Evolène VS, Villaz. Dorfbild, Landschaft. Eine Gruppe Speicher und Stadel am Dorfrand mit Blick gegen Süden auf die Dents de Veisivi. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6576_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161138348,"Villaz, Ortsteilansicht","Evolène VS, Villaz. Dorfbild, Landschaft. Eine Gruppe Speicher und Stadel am Dorfrand mit Blick gegen Süden auf die Dents de Veisivi. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,45.9507,6.1872,5,False,0,102.62
"Villaz, Ortsteilansicht","Evolène VS, Villaz. Dorfbild. Gässchen zwischen Stallwänden und Misthauefen mit Durchblick nach der Kapelle. Aufnahme 1922.",46.1129048,7.4958022,Nein,Evolène,lcmt-nabi-pctmp_ead_zing_6577_pctmp.jpg,1922,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161138384,"Villaz, Ortsteilansicht","Evolène VS, Villaz. Dorfbild. Gässchen zwischen Stallwänden und Misthauefen mit Durchblick nach der Kapelle. Aufnahme 1922.",1922,Rudolf Zinggeler,,Switzerland,Canton du Valais,Evolène,46.11422,7.49407,3,True,0,0.2
"Chippis, Landschaft",Chippis VS. Landschaft. Felsenpartie mit Tunnel an der Talstrasse ins Val d'Anniviers; Pontis-Schlucht.,46.2805414,7.5406261,Nein,Chippis,lcmt-nabi-pctmp_ead_zing_6578_pctmp.jpg,1924,,helveticarchives.org,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M161138413,"Chippis, Landschaft",Chippis VS. Landschaft. Felsenpartie mit Tunnel an der Talstrasse ins Val d'Anniviers; Pontis-Schlucht.,1924,Rudolf Zinggeler,,Switzerland,Canton du Valais,Chippis,46.2802,7.53962,3,True,0,0.09
